"logger","datetime","temperature","conductivity"
"21038948","07/16/21 05:00:00 PM",34.268,0
"21038948","07/16/21 05:15:00 PM",35.328,0
"21038948","07/16/21 05:30:00 PM",33.743,0
"21038948","07/16/21 05:45:00 PM",32.911,0
"21038948","07/16/21 06:00:00 PM",33.014,0
"21038948","07/16/21 06:15:00 PM",32.086,0
"21038948","07/16/21 06:30:00 PM",32.291,0
"21038948","07/16/21 06:45:00 PM",31.574,0
"21038948","07/16/21 07:00:00 PM",31.268,0
"21038948","07/16/21 07:15:00 PM",30.054,0
"21038948","07/16/21 07:30:00 PM",28.953,0
"21038948","07/16/21 07:45:00 PM",27.862,0
"21038948","07/16/21 08:00:00 PM",26.977,0
"21038948","07/16/21 08:15:00 PM",26.39,0
"21038948","07/16/21 08:30:00 PM",25.805,0
"21038948","07/16/21 08:45:00 PM",25.222,0
"21038948","07/16/21 09:00:00 PM",24.738,0
"21038948","07/16/21 09:15:00 PM",24.351,0
"21038948","07/16/21 09:30:00 PM",23.966,0
"21038948","07/16/21 09:45:00 PM",23.773,0
"21038948","07/16/21 10:00:00 PM",23.773,0
"21038948","07/16/21 10:15:00 PM",23.677,0
"21038948","07/16/21 10:30:00 PM",23.484,0
"21038948","07/16/21 10:45:00 PM",23.388,0
"21038948","07/16/21 11:00:00 PM",23.484,0
"21038948","07/16/21 11:15:00 PM",23.484,0
"21038948","07/16/21 11:30:00 PM",23.292,0
"21038948","07/16/21 11:45:00 PM",23.292,0
"21038948","07/17/21 12:00:00 AM",23.1,0
"21038948","07/17/21 12:15:00 AM",23.004,0
"21038948","07/17/21 12:30:00 AM",23.004,0
"21038948","07/17/21 12:45:00 AM",23.292,0
"21038948","07/17/21 01:00:00 AM",23.484,0
"21038948","07/17/21 01:15:00 AM",23.581,0
"21038948","07/17/21 01:30:00 AM",23.677,0
"21038948","07/17/21 01:45:00 AM",23.677,0
"21038948","07/17/21 02:00:00 AM",23.581,0
"21038948","07/17/21 02:15:00 AM",23.677,0
"21038948","07/17/21 02:30:00 AM",22.333,13777.9
"21038948","07/17/21 02:45:00 AM",21.187,11711.2
"21038948","07/17/21 03:00:00 AM",21.473,16533.4
"21038948","07/17/21 03:15:00 AM",21.378,16533.4
"21038948","07/17/21 03:30:00 AM",21.187,18600.1
"21038948","07/17/21 03:45:00 AM",21.282,23422.4
"21038948","07/17/21 04:00:00 AM",21.187,28933.5
"21038948","07/17/21 04:15:00 AM",21.091,35822.5
"21038948","07/17/21 04:30:00 AM",20.901,41333.6
"21038948","07/17/21 04:45:00 AM",20.901,46844.8
"21038948","07/17/21 05:00:00 AM",20.71,55111.5
"21038948","07/17/21 05:15:00 AM",20.615,60622.6
"21038948","07/17/21 05:30:00 AM",20.615,66133.8
"21038948","07/17/21 05:45:00 AM",20.615,68889.3
"21038948","07/17/21 06:00:00 AM",20.615,74400.5
"21038948","07/17/21 06:15:00 AM",20.615,77156.1
"21038948","07/17/21 06:30:00 AM",20.519,79911.6
"21038948","07/17/21 06:45:00 AM",20.519,82667.2
"21038948","07/17/21 07:00:00 AM",20.615,82667.2
"21038948","07/17/21 07:15:00 AM",20.71,85422.8
"21038948","07/17/21 07:30:00 AM",20.71,85422.8
"21038948","07/17/21 07:45:00 AM",20.805,88178.4
"21038948","07/17/21 08:00:00 AM",20.901,88178.4
"21038948","07/17/21 08:15:00 AM",20.996,88178.4
"21038948","07/17/21 08:30:00 AM",21.091,88178.4
"21038948","07/17/21 08:45:00 AM",21.187,88178.4
"21038948","07/17/21 09:00:00 AM",21.378,88178.4
"21038948","07/17/21 09:15:00 AM",21.569,88178.4
"21038948","07/17/21 09:30:00 AM",21.76,88178.4
"21038948","07/17/21 09:45:00 AM",22.238,88178.4
"21038948","07/17/21 10:00:00 AM",22.333,93689.5
"21038948","07/17/21 10:15:00 AM",22.812,93689.5
"21038948","07/17/21 10:30:00 AM",23.196,93689.5
"21038948","07/17/21 10:45:00 AM",23.292,93689.5
"21038948","07/17/21 11:00:00 AM",23.484,93689.5
"21038948","07/17/21 11:15:00 AM",24.062,93689.5
"21038948","07/17/21 11:30:00 AM",24.255,93689.5
"21038948","07/17/21 11:45:00 AM",25.319,93689.5
"21038948","07/17/21 12:00:00 PM",24.835,93689.5
"21038948","07/17/21 12:15:00 PM",23.966,93689.5
"21038948","07/17/21 12:30:00 PM",23.292,93689.5
"21038948","07/17/21 12:45:00 PM",23.388,93689.5
"21038948","07/17/21 01:00:00 PM",23.966,93689.5
"21038948","07/17/21 01:15:00 PM",24.738,93689.5
"21038948","07/17/21 01:30:00 PM",25.61,93689.5
"21038948","07/17/21 01:45:00 PM",26,93689.5
"21038948","07/17/21 02:00:00 PM",26.585,93689.5
"21038948","07/17/21 02:15:00 PM",26.977,99200.7
"21038948","07/17/21 02:30:00 PM",27.173,99200.7
"21038948","07/17/21 02:45:00 PM",28.655,99200.7
"21038948","07/17/21 03:00:00 PM",29.652,99200.7
"21038948","07/17/21 03:15:00 PM",29.252,99200.7
"21038948","07/17/21 03:30:00 PM",28.555,99200.7
"21038948","07/17/21 03:45:00 PM",28.357,99200.7
"21038948","07/17/21 04:00:00 PM",29.652,99200.7
"21038948","07/17/21 04:15:00 PM",30.963,99200.7
"21038948","07/17/21 04:30:00 PM",31.37,99200.7
"21038948","07/17/21 04:45:00 PM",31.472,99200.7
"21038948","07/17/21 05:00:00 PM",31.574,99200.7
"21038948","07/17/21 05:15:00 PM",31.166,99200.7
"21038948","07/17/21 05:30:00 PM",30.356,99200.7
"21038948","07/17/21 05:45:00 PM",30.154,99200.7
"21038948","07/17/21 06:00:00 PM",29.652,93689.5
"21038948","07/17/21 06:15:00 PM",29.252,93689.5
"21038948","07/17/21 06:30:00 PM",28.655,93689.5
"21038948","07/17/21 06:45:00 PM",27.961,93689.5
"21038948","07/17/21 07:00:00 PM",26.39,93689.5
"21038948","07/17/21 07:15:00 PM",25.61,93689.5
"21038948","07/17/21 07:30:00 PM",24.931,93689.5
"21038948","07/17/21 07:45:00 PM",24.255,93689.5
"21038948","07/17/21 08:00:00 PM",23.677,88178.4
"21038948","07/17/21 08:15:00 PM",23.292,88178.4
"21038948","07/17/21 08:30:00 PM",22.717,88178.4
"21038948","07/17/21 08:45:00 PM",22.238,88178.4
"21038948","07/17/21 09:00:00 PM",21.855,88178.4
"21038948","07/17/21 09:15:00 PM",21.378,88178.4
"21038948","07/17/21 09:30:00 PM",20.996,88178.4
"21038948","07/17/21 09:45:00 PM",20.615,88178.4
"21038948","07/17/21 10:00:00 PM",20.519,88178.4
"21038948","07/17/21 10:15:00 PM",20.329,88178.4
"21038948","07/17/21 10:30:00 PM",20.234,88178.4
"21038948","07/17/21 10:45:00 PM",20.234,88178.4
"21038948","07/17/21 11:00:00 PM",20.519,88178.4
"21038948","07/17/21 11:15:00 PM",20.329,88178.4
"21038948","07/17/21 11:30:00 PM",20.043,88178.4
"21038948","07/17/21 11:45:00 PM",19.948,88178.4
"21038948","07/18/21 12:00:00 AM",19.853,88178.4
"21038948","07/18/21 12:15:00 AM",19.662,88178.4
"21038948","07/18/21 12:30:00 AM",19.472,88178.4
"21038948","07/18/21 12:45:00 AM",19.567,88178.4
"21038948","07/18/21 01:00:00 AM",19.567,88178.4
"21038948","07/18/21 01:15:00 AM",19.567,88178.4
"21038948","07/18/21 01:30:00 AM",19.567,88178.4
"21038948","07/18/21 01:45:00 AM",19.377,88178.4
"21038948","07/18/21 02:00:00 AM",19.092,88178.4
"21038948","07/18/21 02:15:00 AM",18.996,88178.4
"21038948","07/18/21 02:30:00 AM",18.996,88178.4
"21038948","07/18/21 02:45:00 AM",18.996,88178.4
"21038948","07/18/21 03:00:00 AM",18.806,88178.4
"21038948","07/18/21 03:15:00 AM",18.806,88178.4
"21038948","07/18/21 03:30:00 AM",18.806,88178.4
"21038948","07/18/21 03:45:00 AM",18.806,88178.4
"21038948","07/18/21 04:00:00 AM",19.282,88178.4
"21038948","07/18/21 04:15:00 AM",19.282,88178.4
"21038948","07/18/21 04:30:00 AM",19.187,88178.4
"21038948","07/18/21 04:45:00 AM",18.996,88178.4
"21038948","07/18/21 05:00:00 AM",18.806,88178.4
"21038948","07/18/21 05:15:00 AM",18.806,88178.4
"21038948","07/18/21 05:30:00 AM",18.806,88178.4
"21038948","07/18/21 05:45:00 AM",19.282,88178.4
"21038948","07/18/21 06:00:00 AM",19.567,88178.4
"21038948","07/18/21 06:15:00 AM",19.662,88178.4
"21038948","07/18/21 06:30:00 AM",19.948,88178.4
"21038948","07/18/21 06:45:00 AM",20.138,88178.4
"21038948","07/18/21 07:00:00 AM",20.329,88178.4
"21038948","07/18/21 07:15:00 AM",20.519,88178.4
