"Plot Title: 20946498"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20946498, SEN S/N: 20946498)","Intensity, Lux (LGR S/N: 20946498, SEN S/N: 20946498)","End Of File (LGR S/N: 20946498)"
1,09/15/21 01:00:00 PM,39.957,0.0,
2,09/15/21 01:15:00 PM,28.258,148801.0,
3,09/15/21 01:30:00 PM,25.902,132267.5,
4,09/15/21 01:45:00 PM,26.781,132267.5,
5,09/15/21 02:00:00 PM,25.513,132267.5,
6,09/15/21 02:15:00 PM,25.416,132267.5,
7,09/15/21 02:30:00 PM,25.513,132267.5,
8,09/15/21 02:45:00 PM,25.416,132267.5,
9,09/15/21 03:00:00 PM,24.835,132267.5,
10,09/15/21 03:15:00 PM,23.966,132267.5,
11,09/15/21 03:30:00 PM,23.581,132267.5,
12,09/15/21 03:45:00 PM,23.292,126756.4,
13,09/15/21 04:00:00 PM,23.196,126756.4,
14,09/15/21 04:15:00 PM,23.100,126756.4,
15,09/15/21 04:30:00 PM,22.812,126756.4,
16,09/15/21 04:45:00 PM,22.525,126756.4,
17,09/15/21 05:00:00 PM,22.238,126756.4,
18,09/15/21 05:15:00 PM,22.046,126756.4,
19,09/15/21 05:30:00 PM,21.855,126756.4,
20,09/15/21 05:45:00 PM,21.664,126756.4,
21,09/15/21 06:00:00 PM,21.473,126756.4,
22,09/15/21 06:15:00 PM,21.378,126756.4,
23,09/15/21 06:30:00 PM,21.187,121245.2,
24,09/15/21 06:45:00 PM,20.901,121245.2,
25,09/15/21 07:00:00 PM,20.805,121245.2,
26,09/15/21 07:15:00 PM,20.519,121245.2,
27,09/15/21 07:30:00 PM,20.234,121245.2,
28,09/15/21 07:45:00 PM,19.948,121245.2,
29,09/15/21 08:00:00 PM,19.758,121245.2,
30,09/15/21 08:15:00 PM,19.567,121245.2,
31,09/15/21 08:30:00 PM,19.377,121245.2,
32,09/15/21 08:45:00 PM,19.282,121245.2,
33,09/15/21 09:00:00 PM,19.092,121245.2,
34,09/15/21 09:15:00 PM,19.092,121245.2,
35,09/15/21 09:30:00 PM,18.996,121245.2,
36,09/15/21 09:45:00 PM,18.901,121245.2,
37,09/15/21 10:00:00 PM,18.806,121245.2,
38,09/15/21 10:15:00 PM,18.711,121245.2,
39,09/15/21 10:30:00 PM,18.616,121245.2,
40,09/15/21 10:45:00 PM,18.521,121245.2,
41,09/15/21 11:00:00 PM,18.426,121245.2,
42,09/15/21 11:15:00 PM,18.521,121245.2,
43,09/15/21 11:30:00 PM,18.521,121245.2,
44,09/15/21 11:45:00 PM,18.426,121245.2,
45,09/16/21 12:00:00 AM,18.331,121245.2,
46,09/16/21 12:15:00 AM,18.331,121245.2,
47,09/16/21 12:30:00 AM,18.331,121245.2,
48,09/16/21 12:45:00 AM,18.236,121245.2,
49,09/16/21 01:00:00 AM,18.236,121245.2,
50,09/16/21 01:15:00 AM,18.236,121245.2,
51,09/16/21 01:30:00 AM,18.140,121245.2,
52,09/16/21 01:45:00 AM,18.045,121245.2,
53,09/16/21 02:00:00 AM,18.045,121245.2,
54,09/16/21 02:15:00 AM,17.950,121245.2,
55,09/16/21 02:30:00 AM,17.855,121245.2,
56,09/16/21 02:45:00 AM,17.855,121245.2,
57,09/16/21 03:00:00 AM,17.760,121245.2,
58,09/16/21 03:15:00 AM,17.760,121245.2,
59,09/16/21 03:30:00 AM,17.665,121245.2,
60,09/16/21 03:45:00 AM,17.665,121245.2,
61,09/16/21 04:00:00 AM,17.570,121245.2,
62,09/16/21 04:15:00 AM,17.570,121245.2,
63,09/16/21 04:30:00 AM,17.570,121245.2,
64,09/16/21 04:45:00 AM,17.475,121245.2,
65,09/16/21 05:00:00 AM,17.475,121245.2,
66,09/16/21 05:15:00 AM,17.379,121245.2,
67,09/16/21 05:30:00 AM,17.379,121245.2,
68,09/16/21 05:45:00 AM,17.379,121245.2,
69,09/16/21 06:00:00 AM,17.284,121245.2,
70,09/16/21 06:15:00 AM,17.284,121245.2,
71,09/16/21 06:30:00 AM,17.284,121245.2,
72,09/16/21 06:45:00 AM,17.284,121245.2,
73,09/16/21 07:00:00 AM,17.189,121245.2,
74,09/16/21 07:15:00 AM,17.189,121245.2,
75,09/16/21 07:30:00 AM,17.189,121245.2,
76,09/16/21 07:45:00 AM,17.284,121245.2,
77,09/16/21 08:00:00 AM,17.284,121245.2,
78,09/16/21 08:15:00 AM,17.475,121245.2,
79,09/16/21 08:30:00 AM,17.570,121245.2,
80,09/16/21 08:45:00 AM,17.855,121245.2,
81,09/16/21 09:00:00 AM,18.711,121245.2,
82,09/16/21 09:15:00 AM,19.377,121245.2,
83,09/16/21 09:30:00 AM,20.138,121245.2,
84,09/16/21 09:45:00 AM,20.710,121245.2,
85,09/16/21 10:00:00 AM,20.996,121245.2,
86,09/16/21 10:15:00 AM,21.282,121245.2,
87,09/16/21 10:30:00 AM,21.951,126756.4,
88,09/16/21 10:45:00 AM,22.525,126756.4,
89,09/16/21 11:00:00 AM,23.004,126756.4,
90,09/16/21 11:15:00 AM,23.292,126756.4,
91,09/16/21 11:30:00 AM,23.773,126756.4,
92,09/16/21 11:45:00 AM,24.158,126756.4,
93,09/16/21 12:00:00 PM,24.545,126756.4,
94,09/16/21 12:15:00 PM,24.448,126756.4,
95,09/16/21 12:30:00 PM,25.028,132267.5,
96,09/16/21 12:45:00 PM,25.319,132267.5,
97,09/16/21 01:00:00 PM,25.513,132267.5,
98,09/16/21 01:15:00 PM,25.513,132267.5,
99,09/16/21 01:30:00 PM,26.488,132267.5,
100,09/16/21 01:45:00 PM,26.488,132267.5,
101,09/16/21 02:00:00 PM,26.488,132267.5,
102,09/16/21 02:15:00 PM,26.000,132267.5,
103,09/16/21 02:30:00 PM,25.708,132267.5,
104,09/16/21 02:45:00 PM,25.319,132267.5,
105,09/16/21 03:00:00 PM,24.931,132267.5,
106,09/16/21 03:15:00 PM,24.448,132267.5,
107,09/16/21 03:30:00 PM,24.158,132267.5,
108,09/16/21 03:45:00 PM,23.869,132267.5,
109,09/16/21 04:00:00 PM,23.581,132267.5,
110,09/16/21 04:15:00 PM,23.484,126756.4,
111,09/16/21 04:30:00 PM,23.581,126756.4,
112,09/16/21 04:45:00 PM,23.196,126756.4,
113,09/16/21 05:00:00 PM,23.100,126756.4,
114,09/16/21 05:15:00 PM,22.908,126756.4,
115,09/16/21 05:30:00 PM,22.717,126756.4,
116,09/16/21 05:45:00 PM,22.429,126756.4,
117,09/16/21 06:00:00 PM,22.142,126756.4,
118,09/16/21 06:15:00 PM,21.951,126756.4,
119,09/16/21 06:30:00 PM,21.760,126756.4,
120,09/16/21 06:45:00 PM,21.569,126756.4,
121,09/16/21 07:00:00 PM,21.378,126756.4,
122,09/16/21 07:15:00 PM,20.996,126756.4,
123,09/16/21 07:30:00 PM,20.710,126756.4,
124,09/16/21 07:45:00 PM,20.329,121245.2,
125,09/16/21 08:00:00 PM,20.138,126756.4,
126,09/16/21 08:15:00 PM,19.948,126756.4,
127,09/16/21 08:30:00 PM,19.853,126756.4,
128,09/16/21 08:45:00 PM,19.758,126756.4,
129,09/16/21 09:00:00 PM,19.662,126756.4,
130,09/16/21 09:15:00 PM,19.567,126756.4,
131,09/16/21 09:30:00 PM,19.472,126756.4,
132,09/16/21 09:45:00 PM,19.377,126756.4,
133,09/16/21 10:00:00 PM,19.472,126756.4,
134,09/16/21 10:15:00 PM,19.472,126756.4,
135,09/16/21 10:30:00 PM,19.472,126756.4,
136,09/16/21 10:45:00 PM,19.377,126756.4,
137,09/16/21 11:00:00 PM,19.282,126756.4,
138,09/16/21 11:15:00 PM,19.282,126756.4,
139,09/16/21 11:30:00 PM,19.187,126756.4,
140,09/16/21 11:45:00 PM,19.187,126756.4,
141,09/17/21 12:00:00 AM,19.092,121245.2,
142,09/17/21 12:15:00 AM,19.092,126756.4,
143,09/17/21 12:30:00 AM,19.092,126756.4,
